refid,year,pubmedid,pubmedcentralid,doi,uri
rid.23102,2017,28261755,,10.1007/s00284-017-1201-6,
rid.23103,2019,30423022,,10.1093/cid/ciy850,
rid.23104,2011,22179639,,10.2166/wst.2011.632,
rid.23105,2019,31320430,PMC6639609,10.1128/MRA.00428-19,
rid.23106,2015,26096752,,10.1016/j.vetmic.2015.06.001,
rid.23107,2017,28049838,PMC5255618,10.1073/pnas.1616234114,
rid.23108,2016,27732651,PMC5061366,10.1371/journal.pone.0164468,
rid.23109,2017,28387006,PMC5481521,10.1111/1751-7915.12707,
rid.23110,2017,,,,http://apps-2017.p.yrd.currinda.com/days/2017-09-27/abstract/4187
rid.23111,2018,,,,https://www.researchgate.net/publication/325251517
rid.23112,2014,24484489,,10.7589/2013-09-229,
rid.23113,2008,18310662,,10.1093/molbev/msn027,
rid.23114,2016,26811875,PMC4734524,10.3201/eid2202.141762,
rid.23115,2013,23515432,PMC3600790,10.3389/fmicb.2013.00060,
rid.23116,2013,23249776,,10.1136/vr.101193,
rid.23117,2017,28659877,PMC5468457,10.3389/fmicb.2017.01037,
rid.23118,2016,27532491,PMC4994350,10.3201/eid2209.151969,
rid.23119,2019,30518817,PMC6461927,10.1038/s41396-018-0318-3,
rid.23120,2020,31942036,PMC7265362,10.1038/s41396-020-0585-7,
rid.23121,2018,29054873,PMC5734040,10.1128/AEM.01965-17,
rid.23122,2014,25071744,PMC4085569,10.3389/fmicb.2014.00331,
rid.23123,2017,28680419,PMC5478717,10.3389/fmicb.2017.01151,
rid.23124,2006,17005743,PMC1698379,10.1128/JCM.01537-06,
rid.23125,2019,31292537,PMC6794327,10.1038/s41396-019-0471-3,
rid.23126,2017,28702198,PMC5484988,10.1016/j.nmni.2017.05.006,
rid.23127,2020,32698001,PMC7427843,10.1016/j.celrep.2020.107939,
rid.23128,2020,31203204,PMC7306977,10.1136/gutjnl-2019-319045,
rid.23129,2020,32978130,PMC7657635,10.1128/AEM.02199-20,
rid.23130,2020,32563694,,10.1016/j.margen.2020.100789,
rid.23131,2020,33408709,PMC7779479,10.3389/fmicb.2020.612257,
rid.23132,2020,32727976,PMC7511795,10.1264/jsme2.ME20030,
rid.23133,2020,33260795,PMC7761423,10.3390/microorganisms8121874,
rid.23134,2020,31624340,PMC6976673,10.1038/s41396-019-0530-9,
rid.23135,2020,32841233,PMC7473567,10.1371/journal.pgen.1008935,
rid.23717,2021,34797211,,10.1099/ijsem.0.005113,
rid.23136,2020,32655506,PMC7325909,10.3389/fmicb.2020.01031,
rid.23137,2020,31978335,,10.1016/j.cub.2019.12.070,
rid.23138,2020,33257562,PMC7749356,10.1073/pnas.2000860117,
rid.23139,2020,33391191,PMC7773648,10.3389/fmicb.2020.539604,
rid.23140,2020,32849321,PMC7365893,10.3389/fmicb.2020.01522,
rid.23141,2020,32651453,PMC7608261,10.1038/s41396-020-0714-3,
rid.23143,2020,33288718,PMC7768721,10.1073/pnas.2005917117,
rid.23144,2020,33353182,PMC7767063,10.3390/microorganisms8122030,
rid.533,1960,,,,
rid.23145,2021,33591460,PMC7902594,10.1007/s10482-021-01517-7,
rid.23146,2020,33151460,PMC7717034,10.1007/s10482-020-01486-3,
rid.23147,2020,33319778,PMC7738495,10.1038/s41467-020-19929-w,
rid.23148,2014,24212584,PMC3911095,10.1128/AEM.03104-13,
rid.16548,2010,21221948,,10.1007/s12275-010-0148-0,
rid.16536,2011,22203569,,10.1007/s12275-011-1049-6,
rid.23149,2021,33174135,,10.1007/s00203-020-02110-8,
rid.23150,2021,33692769,PMC7937921,10.3389/fmicb.2021.632361,
rid.23151,2016,27197669,,10.4014/jmb.1604.04083,
rid.23152,2020,32342124,,10.1007/s00203-020-01845-8,
rid.23153,2020,,,10.1002/9781118960608.fbm00379,
rid.23154,2020,,,10.1002/9781118960608.obm00172,
rid.23155,2020,,,10.1002/9781118960608.cbm00085,
rid.23545,2021,34569920,,10.1099/ijsem.0.005023,
rid.23156,2021,33370657,,10.1016/j.syapm.2020.126174,
rid.23157,2021,,,10.1016/j.aquaculture.2021.736717,
rid.23158,2021,33647765,,10.1016/j.syapm.2021.126186,
rid.23159,2021,33515720,,10.1016/j.anaerobe.2021.102323,
rid.23160,2021,33136204,,10.1007/s00284-020-02268-w,
rid.23161,2021,33227632,,10.1016/j.syapm.2020.126154,
rid.23162,2021,33331109,,10.1111/1462-2920.15341,
rid.23163,2021,33638000,,10.1007/s00284-021-02384-1,
rid.23164,2021,33790880,PMC8005752,10.3389/fmicb.2021.639396,
rid.23165,2021,33646472,,10.1007/s10482-021-01535-5,
rid.23166,2021,33872983,,10.1016/j.syapm.2021.126202,
rid.23167,2021,33666748,,10.1007/s00284-021-02403-1,
rid.23168,2021,33388935,,10.1007/s00284-020-02333-4,
rid.23169,2020,32166359,,10.1007/s00203-020-01843-w,
rid.23170,2019,31428824,,10.1007/s00203-019-01714-z,
rid.23171,2013,23087039,PMC3536080,10.1128/AEM.02833-12,
rid.23172,2021,33284382,,10.1007/s00203-020-02131-3,
rid.23173,2021,33838437,,10.1016/j.syapm.2021.126198,
rid.23174,2020,32899185,PMC7564387,10.3390/insects11090593,
rid.23175,2021,33389353,,10.1007/s10482-020-01501-7,
rid.23176,2021,33399897,,10.1007/s00203-020-02158-6,
rid.23177,2020,32783129,,10.1007/s10482-020-01460-z,
rid.23178,2021,33716238,PMC7966939,10.1264/jsme2.ME20136,
rid.23179,2021,33392935,,10.1007/s10482-020-01507-1,
rid.23181,2021,,,10.1264/jsme2.ME20136e,
rid.23182,2021,33909549,,10.1099/ijsem.0.004791,
rid.23183,2021,33906704,,10.1099/ijsem.0.004790,
rid.23184,2021,33900905,,10.1099/ijsem.0.004788,
rid.23185,2021,33886449,,10.1099/ijsem.0.004782,
rid.23186,2021,33886448,,10.1099/ijsem.0.004780,
rid.23187,2021,33887169,,10.1099/ijsem.0.004777,
rid.23188,2021,33881985,,10.1099/ijsem.0.004771,
rid.23189,2021,33847555,,10.1099/ijsem.0.004759,
rid.23190,2021,33835910,,10.1099/ijsem.0.004750,
rid.23191,2021,33877046,,10.1099/ijsem.0.004739,
rid.23192,2021,33847556,,10.1099/ijsem.0.004681,
rid.23193,2021,33909547,,10.1099/ijsem.0.004792,
rid.23194,2021,33906707,,10.1099/ijsem.0.004789,
rid.23195,2021,33906706,,10.1099/ijsem.0.004787,
rid.23196,2021,33886446,,10.1099/ijsem.0.004781,
rid.23197,2021,33881979,,10.1099/ijsem.0.004774,
rid.23198,2021,33881983,,10.1099/ijsem.0.004772,
rid.23199,2021,33847553,,10.1099/ijsem.0.004770,
rid.23200,2021,33835912,,10.1099/ijsem.0.004767,
rid.23201,2021,33881980,,10.1099/ijsem.0.004775,
rid.23202,2021,33909548,,10.1099/ijsem.0.004794,
rid.23203,2021,33886445,,10.1099/ijsem.0.004779,
rid.23226,2021,33999795,,10.1099/ijsem.0.004806,
rid.23204,2021,33835911,,10.1099/ijsem.0.004769,
rid.23205,2021,33913805,,10.1099/ijsem.0.004669,
rid.23206,2021,33881982,,10.1099/ijsem.0.004729,
rid.23207,2021,33983875,,10.1099/ijsem.0.004786,
rid.23208,2021,33974531,,10.1099/ijsem.0.004796,
rid.23209,2021,33974533,,10.1099/ijsem.0.004803,
rid.23210,2021,33999794,,10.1099/ijsem.0.004804,
rid.23211,2021,34047688,,10.1099/ijsem.0.004819,
rid.23212,2021,33999796,,10.1099/ijsem.0.004825,
rid.23213,2021,33974532,,10.1099/ijsem.0.004793,
rid.23214,2021,33956595,,10.1099/ijsem.0.004809,
rid.23215,2021,33999788,,10.1099/ijsem.0.004795,
rid.23216,2021,34003738,,10.1099/ijsem.0.004810,
rid.23217,2021,33999792,,10.1099/ijsem.0.004826,
rid.23218,2021,34032563,,10.1099/ijsem.0.004811,
rid.23219,2021,34003739,,10.1099/ijsem.0.004818,
rid.23220,2021,33956597,,10.1099/ijsem.0.004765,
rid.23221,2021,33970854,,10.1099/ijsem.0.004783,
rid.23222,2021,34016249,,10.1099/ijsem.0.004799,
rid.23223,2021,33999789,,10.1099/ijsem.0.004800,
rid.23224,2021,33974534,,10.1099/ijsem.0.004801,
rid.23225,2021,33999790,,10.1099/ijsem.0.004805,
rid.23228,2021,33999791,,10.1099/ijsem.0.004797,
rid.23229,2021,34029177,,10.1099/ijsem.0.004813,
rid.23230,2021,34029178,,10.1099/ijsem.0.004814,
rid.23231,2021,33999793,,10.1099/ijsem.0.004802,
rid.23232,2021,34047689,,10.1099/ijsem.0.004823,
rid.23233,2021,34107439,,10.1016/j.syapm.2021.126217,
rid.23234,2021,33599831,,10.1007/s00284-020-02322-7,
rid.23235,2020,32690190,,10.1016/j.syapm.2020.126091,
rid.23236,2021,34116444,,10.1016/j.syapm.2021.126219,
rid.23237,2019,30783797,,10.1007/s00284-019-01652-5,
rid.23238,2021,33128034,,10.1038/s41429-020-00382-2,
rid.23239,2021,33891175,,10.1007/s00792-021-01229-w,
rid.23240,2021,34093463,PMC8175650,10.3389/fmicb.2021.647132,
rid.23241,2017,28180951,,10.1007/s00203-017-1340-y,
rid.23242,2017,28601967,,10.1007/s00203-017-1398-6,
rid.23243,2021,33852992,,10.1016/j.syapm.2021.126189,
rid.23244,2021,,,10.3390/applmicrobiol1010005,
rid.23245,2021,33892267,,10.1016/j.syapm.2021.126201,
rid.23246,2021,33895623,,10.1016/j.syapm.2021.126204,
rid.23247,2021,34157595,,10.1016/j.syapm.2021.126223,
rid.23248,2021,33047174,,10.1007/s00203-020-02065-w,
rid.23249,2021,33913539,,10.1111/1348-0421.12886,
rid.23250,2018,29958724,,10.1016/j.syapm.2018.06.002,
rid.23766,2021,34878371,,10.1099/ijsem.0.005122,
rid.23252,2019,30474773,,10.1007/s10482-018-1199-1,
rid.23253,2021,34059761,PMC8166934,10.1038/s41598-021-90786-3,
rid.23254,2018,29713912,,10.1007/s10482-018-1090-0,
rid.23255,2021,34006629,,10.1128/mSystems.01300-20,
rid.23256,2021,33484273,,10.1007/s00203-021-02184-y,
rid.23257,2008,18795282,PMC7419357,10.1007/s00253-008-1685-x,
rid.23258,2021,33386867,,10.1007/s00203-020-02083-8,
rid.23259,2018,30267317,,10.1007/s12275-018-8202-4,
rid.23260,2021,33811267,,10.1007/s00284-021-02468-y,
rid.23261,2021,,,10.3390/microbiolres12020021,
rid.23262,2019,31601450,,10.1016/j.syapm.2019.126020,
rid.23263,2021,33909088,,10.1007/s00284-021-02495-9,
rid.23264,2021,33929503,PMC8086524,10.1093/gbe/evab040,
rid.23265,2021,33710377,,10.1007/s00203-021-02202-z,
rid.23266,2020,32246163,,10.1007/s00203-020-01865-4,
rid.23267,2019,30382345,,10.1007/s00284-018-1579-9,
rid.23268,2018,29679163,,10.1007/s00203-018-1517-z,
rid.23269,2021,32748000,,10.1007/s00203-020-02003-w,
rid.23270,2020,32998072,,10.1016/j.syapm.2020.126133,
rid.23271,2018,29869675,,10.1007/s00203-018-1530-2,
rid.23272,2020,32152645,,10.1007/s00203-020-01840-z,
rid.16738,2015,26122887,,10.1007/s10482-015-0517-0,
rid.23273,2019,30758644,,10.1007/s00284-019-01643-6,
rid.23274,2020,32273530,PMC7145819,10.1038/s41598-020-62985-x,
rid.23275,2019,30421100,,10.1007/s10482-018-1195-5,
rid.23276,2021,33660045,,10.1007/s00284-021-02409-9,
rid.23277,2018,30186983,PMC6120581,10.1016/j.heliyon.2018.e00761,
rid.23278,2021,33989980,,10.1016/j.syapm.2021.126205,
rid.23279,2020,32306114,,10.1007/s00284-020-01986-5,
rid.23280,2021,34014990,PMC8136628,10.1371/journal.pone.0251791,
rid.23281,2019,30259064,,10.1007/s00203-018-1578-z,
rid.23282,2020,31982965,,10.1007/s00284-020-01889-5,
rid.23283,2018,30116848,,10.1007/s00203-018-1560-9,
rid.23284,2021,33945925,,10.1016/j.syapm.2021.126206,
rid.23285,2021,33907972,,10.1007/s12275-021-0513-1,
rid.23286,2019,30725326,,10.1007/s10482-019-01238-y,
rid.23287,2018,30219948,,10.1007/s00792-018-1055-2,
rid.23288,2020,33151459,,10.1007/s10482-020-01484-5,
rid.23290,2021,34181516,,10.1099/ijsem.0.004885,
rid.23291,2021,34165423,,10.1099/ijsem.0.004843,
rid.23292,2021,34181513,,10.1099/ijsem.0.004859,
rid.23293,2021,34128781,,10.1099/ijsem.0.004833,
rid.23294,2021,34106824,,10.1099/ijsem.0.004831,
rid.23295,2021,34161219,,10.1099/ijsem.0.004827,
rid.23296,2021,34097596,,10.1099/ijsem.0.004822,
rid.23297,2021,34181514,,10.1099/ijsem.0.004821,
rid.23298,2021,34170216,,10.1099/ijsem.0.004808,
rid.23299,2021,34125664,,10.1099/ijsem.0.004836,
rid.23300,2021,34161218,,10.1099/ijsem.0.004835,
rid.23301,2021,34152267,,10.1099/ijsem.0.004838,
rid.23303,2021,34161222,,10.1099/ijsem.0.004848,
rid.23304,2021,34170217,,10.1099/ijsem.0.004839,
rid.23305,2021,34106825,,10.1099/ijsem.0.004834,
rid.23306,2021,34100698,,10.1099/ijsem.0.004829,
rid.23307,2021,34106822,,10.1099/ijsem.0.004824,
rid.23308,2021,34128783,,10.1099/ijsem.0.004817,
rid.12921,2010,,,,
rid.12926,2010,,,,
rid.12928,2010,,,,
rid.12929,2010,,,,
rid.18706,2010,,,,
rid.12930,2010,,,,
rid.18698,2010,,,,
rid.18700,2010,,,,
rid.18701,2010,,,,
rid.18702,2010,,,,
rid.18704,2010,,,,
rid.18705,2010,,,,
rid.12949,2010,,,,
rid.12954,2010,,,,
rid.17450,2010,,,,
rid.12938,2010,,,,
rid.23366,2021,34292147,,10.1099/ijsem.0.004912,
rid.18493,2010,,,,
rid.18495,2010,,,,
rid.18503,2010,,,,
rid.18552,2010,,,,
rid.18553,2010,,,,
rid.18532,2010,,,,
rid.12932,2010,,,,
rid.12933,2010,,,,
rid.12934,2010,,,,
rid.12935,2010,,,,
rid.12936,2010,,,,
rid.12955,2010,,,,
rid.12937,2010,,,,
rid.12939,2010,,,,
rid.12940,2010,,,,
rid.12941,2010,,,,
rid.12944,2010,,,,
rid.12945,2010,,,,
rid.12947,2010,,,,
rid.12946,2010,,,,
rid.12953,2010,,,,
rid.12925,2010,,,,
rid.12948,2010,,,,
rid.12956,2010,,,,
rid.12958,2010,,,,
rid.23376,2021,34328826,,10.1099/ijsem.0.004929,
rid.12960,2010,,,,
rid.12963,2010,,,,
rid.13149,2010,,,,
rid.12924,2010,,,,
rid.16787,2010,,,,
rid.12927,2010,,,,
rid.10322,2010,,,10.1007/978-0-387-68572-4_2,
rid.21322,2010,,,,
rid.21323,2010,,,,
rid.21324,2010,,,,
rid.21326,2010,,,,
rid.21327,2010,,,,
rid.21328,2010,,,,
rid.21331,2010,,,,
rid.21332,2010,,,,
rid.23309,2021,34224346,,10.1099/ijsem.0.004820,
rid.23310,2021,34292142,,10.1099/ijsem.0.004837,
rid.23311,2021,34255621,,10.1099/ijsem.0.004840,
rid.23312,2021,34232855,,10.1099/ijsem.0.004845,
rid.23313,2021,34214029,,10.1099/ijsem.0.004847,
rid.23314,2021,34214026,,10.1099/ijsem.0.004849,
rid.23315,2021,34241591,,10.1099/ijsem.0.004852,
rid.23316,2021,34236955,,10.1099/ijsem.0.004853,
rid.23317,2021,34232119,,10.1099/ijsem.0.004854,
rid.23318,2021,34228610,,10.1099/ijsem.0.004855,
rid.23319,2021,34196604,,10.1099/ijsem.0.004857,
rid.23320,2021,34232856,,10.1099/ijsem.0.004858,
rid.23321,2021,34242155,,10.1099/ijsem.0.004860,
rid.23322,2021,34242158,,10.1099/ijsem.0.004861,
rid.23323,2021,34296990,,10.1099/ijsem.0.004863,
rid.23324,2021,34255620,,10.1099/ijsem.0.004864,
rid.23325,2021,34241587,,10.1099/ijsem.0.004865,
rid.23326,2021,34214025,,10.1099/ijsem.0.004866,
rid.23327,2021,34255622,,10.1099/ijsem.0.004867,
rid.23328,2021,34228609,,10.1099/ijsem.0.004868,
rid.23329,2021,34252020,,10.1099/ijsem.0.004869,
rid.23330,2021,34252019,,10.1099/ijsem.0.004870,
rid.23331,2021,34236956,,10.1099/ijsem.0.004871,
rid.23332,2021,34323676,,10.1099/ijsem.0.004872,
rid.23333,2021,34228608,,10.1099/ijsem.0.004873,
rid.23335,2021,34252022,,10.1099/ijsem.0.004875,
rid.23334,2021,34283015,,10.1099/ijsem.0.004874,
rid.23361,2018,29480418,,10.1007/s00284-018-1464-6,
rid.23362,2021,34292143,,10.1099/ijsem.0.004906,
rid.23363,2021,34323677,,10.1099/ijsem.0.004908,
rid.23364,2021,34296988,,10.1099/ijsem.0.004909,
rid.23365,2021,34287118,,10.1099/ijsem.0.004910,
rid.23367,2021,34292144,,10.1099/ijsem.0.004914,
rid.23368,2021,34296986,,10.1099/ijsem.0.004915,
rid.23369,2021,34309507,,10.1099/ijsem.0.004916,
rid.23370,2021,34309505,,10.1099/ijsem.0.004917,
rid.23371,2021,34313583,,10.1099/ijsem.0.004920,
rid.23373,2021,34319867,,10.1099/ijsem.0.004923,
rid.23374,2021,34323679,,10.1099/ijsem.0.004925,
rid.23375,2021,34319223,,10.1099/ijsem.0.004926,
rid.23372,2021,34319866,,10.1099/ijsem.0.004921,
rid.23472,2021,34370661,,10.1099/ijsem.0.004949,
rid.23473,2021,34379581,,10.1099/ijsem.0.004951,
rid.23495,2021,34435945,,10.1099/ijsem.0.004981,
rid.23496,2021,34431767,,10.1099/ijsem.0.004983,
rid.23497,2021,34435948,,10.1099/ijsem.0.004995,
rid.23336,2021,34255623,,10.1099/ijsem.0.004876,
rid.23337,2021,34232854,,10.1099/ijsem.0.004877,
rid.23338,2021,34296985,,10.1099/ijsem.0.004878,
rid.23339,2021,34214027,,10.1099/ijsem.0.004880,
rid.23340,2021,34264807,,10.1099/ijsem.0.004881,
rid.23341,2021,34264810,,10.1099/ijsem.0.004882,
rid.23342,2021,34296987,,10.1099/ijsem.0.004883,
rid.23343,2021,34264808,,10.1099/ijsem.0.004886,
rid.23344,2021,34270398,,10.1099/ijsem.0.004887,
rid.23345,2021,34287117,,10.1099/ijsem.0.004888,
rid.23346,2021,34296989,,10.1099/ijsem.0.004889,
rid.23347,2021,34264809,,10.1099/ijsem.0.004890,
rid.23348,2021,34270400,,10.1099/ijsem.0.004892,
rid.23349,2021,34214024,,10.1099/ijsem.0.004893,
rid.23350,2021,34270399,,10.1099/ijsem.0.004895,
rid.23351,2021,34323678,,10.1099/ijsem.0.004896,
rid.23352,2021,34280084,,10.1099/ijsem.0.004897,
rid.23353,2021,34313582,,10.1099/ijsem.0.004898,
rid.23354,2021,34309506,,10.1099/ijsem.0.004899,
rid.23355,2021,34283016,,10.1099/ijsem.0.004900,
rid.23356,2021,34287119,,10.1099/ijsem.0.004901,
rid.23357,2021,34287120,,10.1099/ijsem.0.004902,
rid.23358,2021,34296991,,10.1099/ijsem.0.004903,
rid.23359,2021,34292146,,10.1099/ijsem.0.004904,
rid.23360,2021,34283014,,10.1099/ijsem.0.004905,
rid.23546,2021,34559622,,10.1099/ijsem.0.005024,
rid.23377,2021,34328829,,10.1099/ijsem.0.004930,
rid.23397,2020,,,0.1002/9781118960608.fbm00366,
rid.23398,2020,,,10.1002/9781118960608.gbm01873,
rid.23399,2020,,,10.1002/9781118960608.gbm01870,
rid.23401,2021,,,10.1002/9781118960608.fbm00367,
rid.23402,2020,,,10.1002/9781118960608.gbm01872,
rid.23403,2021,33963447,,10.1007/s00284-021-02515-8,
rid.23404,2021,34146114,,10.1007/s00203-021-02448-7,
rid.23405,2021,33676265,,10.1016/j.syapm.2021.126184,
rid.23406,2021,34181136,,10.1007/s10482-021-01587-7,
rid.23407,2021,34086078,,10.1007/s00284-021-02561-2,
rid.23408,2020,,,10.1002/9781118960608.gbm01886,
rid.23409,2021,34196770,,10.1007/s00284-021-02591-w,
rid.23410,2021,34311149,,10.1016/j.syapm.2021.126233,
rid.23411,2021,34132870,,10.1007/s00284-021-02482-0,
rid.23412,2020,33025184,,10.1007/s00284-020-02225-7,
rid.23413,2018,29934694,,10.1007/s10482-018-1119-4,
rid.23414,2019,31289977,,10.1007/s10482-019-01300-9,
rid.23415,2021,33834272,,10.1007/s00203-021-02264-z,
rid.23416,2021,32997153,,10.1007/s00203-020-02043-2,
rid.23417,2021,,,10.1002/9781118960608.gbm01877,
rid.23418,2021,34091798,,10.1007/s10482-021-01600-z,
rid.23419,2020,,,10.1002/9781118960608.gbm00513.pub2,
rid.23420,2020,,,10.1002/9781118960608.fbm00104.pub2,
rid.23421,2021,,,10.1002/9781118960608.obm00178,
rid.23422,2021,33670308,PMC7918784,10.3390/md19020105,
rid.23423,2021,34157594,,10.1016/j.syapm.2021.126216,
rid.23424,2019,30280501,PMC6528615,10.1002/mbo3.735,
rid.23400,2020,,,10.1002/9781118960608.fbm00365,
rid.23378,2021,34236299,,10.1099/ijsem.0.004879,
rid.23379,2021,33847861,,10.1007/s10482-021-01576-w,
rid.23380,2021,34173841,,10.1007/s00284-021-02586-7,
rid.23381,2018,29134392,,10.1007/s10482-017-0980-x,
rid.23382,2021,34248901,PMC8267831,10.3389/fmicb.2021.683109,
rid.23383,2021,34171620,,10.1016/j.syapm.2021.126226,
rid.23384,2021,33825935,,10.1007/s00203-021-02269-8,
rid.23385,2021,34335500,PMC8322695,10.3389/fmicb.2021.679245,
rid.23386,2020,32094022,,10.1016/j.syapm.2020.126072,
rid.23387,2020,31802200,,10.1007/s00284-019-01826-1,
rid.23388,2020,31506848,,10.1007/s10482-019-01322-3,
rid.23389,2021,33620525,,10.1007/s00203-021-02249-y,
rid.23390,2021,33796984,,10.1007/s10482-021-01565-z,
rid.23391,2021,34109495,,10.1007/s10482-021-01596-6,
rid.23392,2020,33347550,,10.1637/aviandiseases-D-20-00019,
rid.23393,2021,34148152,,10.1007/s00203-021-02443-y,
rid.23394,2021,,,10.3390/biology10080782,
rid.23395,2021,33966089,,10.1007/s00203-021-02349-9,
rid.23396,2020,,,10.1002/9781118960608.gbm01869,
rid.23459,2021,34382925,,10.1099/ijsem.0.004932,
rid.23460,2021,34342562,,10.1099/ijsem.0.004933,
rid.23461,2021,34343062,,10.1099/ijsem.0.004934,
rid.23462,2021,34343063,,10.1099/ijsem.0.004935,
rid.23494,2021,34427555,,10.1099/ijsem.0.004980,
rid.23425,2021,32955149,PMC8359318,10.1111/1462-2920.15241,
rid.23426,2017,28275439,PMC5328706,10.1016/j.nmni.2016.11.002,
rid.23427,2021,33787987,,10.1007/s00203-021-02295-6,
rid.23428,2020,,,10.1002/9781118960608.gbm01894,
rid.23429,2021,33763766,,10.1007/s00203-021-02287-6,
rid.23430,2021,33386866,,10.1007/s00203-020-02135-z,
rid.23431,2021,34209778,PMC8268980,10.3390/ijms22137003,
rid.23432,2020,33303891,PMC7730127,10.1038/s41598-020-78439-3,
rid.23433,2021,33398399,,10.1007/s00203-020-02151-z,
rid.23434,2021,34047831,,10.1007/s00284-021-02538-1,
rid.23435,2021,33881638,,10.1007/s10482-021-01569-9,
rid.23479,2021,34398726,,10.1099/ijsem.0.004960,
rid.23436,2021,34361930,PMC8303584,10.3390/microorganisms9071494,
rid.23437,2021,34164698,,10.1007/s00284-021-02579-6,
rid.23438,2021,33792761,,10.1007/s00284-021-02450-8,
rid.23439,2019,30788630,,10.1007/s10482-018-01224-w,
rid.23440,2021,33449223,,10.1007/s10482-020-01508-0,
rid.23441,2021,33595745,PMC7979654,10.1007/s10482-021-01528-4,
rid.23442,2021,33783591,,10.1007/s00203-021-02294-7,
rid.23443,2018,29515231,,10.1038/s41429-018-0036-0,
rid.23444,2020,,,10.1002/9781118960608.gbm01875,
rid.23445,2021,33656587,,10.1007/s00203-021-02216-7,
rid.23446,2021,33830285,,10.1007/s00203-021-02285-8,
rid.23447,2020,32239454,,10.1007/s12275-020-9424-9,
rid.23448,2020,,,10.1002/9781118960608.gbm01876,
rid.23449,2021,34293647,,10.1016/j.syapm.2021.126230,
rid.23450,2021,33864545,,10.1007/s10482-021-01567-x,
rid.23451,2020,31862126,,10.1016/j.syapm.2019.126048,
rid.23452,2021,34159434,,10.1007/s00203-021-02427-y,
rid.23453,2021,,,10.3390/microbiolres12010004,
rid.23454,2021,34402780,,10.1099/ijsem.0.004911,
rid.23455,2021,34346862,,10.1099/ijsem.0.004913,
rid.23456,2021,34338627,,10.1099/ijsem.0.004919,
rid.23457,2021,34379583,,10.1099/ijsem.0.004924,
rid.23458,2021,34424833,,10.1099/ijsem.0.004927,
rid.23477,2021,34402776,,10.1099/ijsem.0.004957,
rid.23478,2021,34398727,,10.1099/ijsem.0.004959,
rid.23480,2021,34406920,,10.1099/ijsem.0.004961,
rid.23481,2021,34410901,,10.1099/ijsem.0.004962,
rid.23482,2021,34406922,,10.1099/ijsem.0.004963,
rid.23483,2021,34427552,,10.1099/ijsem.0.004966,
rid.23484,2021,34428132,,10.1099/ijsem.0.004968,
rid.23485,2021,34424835,,10.1099/ijsem.0.004970,
rid.23486,2021,34424837,,10.1099/ijsem.0.004971,
rid.23487,2021,34410902,,10.1099/ijsem.0.004972,
rid.23488,2021,34435946,,10.1099/ijsem.0.004973,
rid.23489,2021,34424836,,10.1099/ijsem.0.004974,
rid.23490,2021,34431766,,10.1099/ijsem.0.004975,
rid.23491,2021,34427551,,10.1099/ijsem.0.004976,
rid.23492,2021,34431769,,10.1099/ijsem.0.004978,
rid.23493,2021,34431768,,10.1099/ijsem.0.004979,
rid.23498,2021,,,,
rid.23463,2021,34379580,,10.1099/ijsem.0.004938,
rid.23464,2021,34346863,,10.1099/ijsem.0.004940,
rid.23465,2021,34351256,,10.1099/ijsem.0.004941,
rid.23466,2021,34388083,,10.1099/ijsem.0.004942,
rid.23467,2021,34388084,,10.1099/ijsem.0.004944,
rid.23468,2021,34379584,,10.1099/ijsem.0.004945,
rid.23469,2021,34369861,,10.1099/ijsem.0.004946,
rid.23470,2021,34379582,,10.1099/ijsem.0.004947,
rid.23471,2021,34402778,,10.1099/ijsem.0.004948,
rid.23474,2021,34388085,,10.1099/ijsem.0.004953,
rid.23475,2021,34382928,,10.1099/ijsem.0.004954,
rid.23476,2021,34382927,,10.1099/ijsem.0.004955,
rid.23501,2021,,,,
rid.23502,2021,,,10.3390/microbiolres12020019,
rid.21410,2019,31608033,PMC6773877,10.3389/fmicb.2019.02201,
rid.23503,2020,,,10.1007/s00284-019-01814-5,
rid.23504,2021,33459818,,10.1007/s00203-020-02176-4,
rid.23505,2020,,,10.1002/9781118960608.gbm01871,
rid.23506,2020,,,10.1002/9781118960608.gbm00519.pub2,
rid.23507,1969,4982915,,,
rid.23508,2021,34582329,,10.1099/ijsem.0.004768,
rid.23509,2021,34590994,,10.1099/ijsem.0.004842,
rid.23510,2021,34554081,,10.1099/ijsem.0.004922,
rid.23511,2021,34546865,,10.1099/ijsem.0.004950,
rid.23512,2021,34546868,,10.1099/ijsem.0.004964,
rid.23513,2021,34520339,,10.1099/ijsem.0.004967,
rid.23514,2021,34542391,,10.1099/ijsem.0.004969,
rid.23515,2021,34499598,,10.1099/ijsem.0.004977,
rid.23516,2021,34516364,,10.1099/ijsem.0.004982,
rid.23517,2021,34542390,,10.1099/ijsem.0.004984,
rid.23518,2021,34491893,,10.1099/ijsem.0.004985,
rid.23519,2021,34495823,,10.1099/ijsem.0.004987,
rid.23520,2021,34559624,,10.1099/ijsem.0.004988,
rid.23521,2021,34590995,,10.1099/ijsem.0.004989,
rid.23522,2021,34499595,,10.1099/ijsem.0.004990,
rid.23523,2021,34499596,,10.1099/ijsem.0.004991,
rid.23499,2021,34410221,,10.1099/ijsem.0.004931,
rid.23524,2021,34499597,,10.1099/ijsem.0.004992,
rid.23525,2021,34494947,,10.1099/ijsem.0.004993,
rid.23526,2021,34582327,,10.1099/ijsem.0.004996,
